Station,Date,Daily Rainfall Total (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),LAT,LONG
Seletar,2021-12-07,0,28,32.5,25.5,15,48.2,1.4166,103.8654
Seletar,2021-12-08,0,27.8,32,25.6,18.2,44.4,1.4166,103.8654
Seletar,2021-12-09,0,27.9,32.8,25.3,15.7,42.6,1.4166,103.8654
Seletar,2021-12-10,10.4,27,32.4,24.6,11.5,40.7,1.4166,103.8654
Seletar,2021-12-11,6.6,26.6,31.1,25.1,9.4,40.7,1.4166,103.8654
Seletar,2021-12-12,0,26.5,29.3,25.1,10.9,29.6,1.4166,103.8654
Seletar,2021-12-13,0,26.9,29,24.6,11.6,33.3,1.4166,103.8654
Seletar,2021-12-14,0,28.1,32.2,25.7,11.5,40.7,1.4166,103.8654
Seletar,2021-12-15,0.4,27.8,32.1,25.6,8.8,33.3,1.4166,103.8654
Seletar,2021-12-16,0,28.4,32.5,25.7,8,35.2,1.4166,103.8654
Seletar,2021-12-17,20.8,26.8,31.1,24.5,8.4,46.3,1.4166,103.8654
Seletar,2021-12-18,26.8,27.3,32,24.3,6.3,33.3,1.4166,103.8654
Seletar,2021-12-19,15.6,27,31,23.8,7.5,33.3,1.4166,103.8654
Seletar,2021-12-20,0,27.4,31.3,24.8,7.8,22.2,1.4166,103.8654
Seletar,2021-12-21,0.2,28,34.1,25,10.3,31.5,1.4166,103.8654
Seletar,2021-12-22,0,27.8,32.2,25.9,8.3,24.1,1.4166,103.8654
Seletar,2021-12-23,0,27.4,30.6,25.9,4.6,24.1,1.4166,103.8654
Seletar,2021-12-24,0.8,27.4,32.1,25.5,7.6,37,1.4166,103.8654
Seletar,2021-12-25,1.2,27.6,31.1,25.7,13.5,35.2,1.4166,103.8654
Seletar,2021-12-26,0.4,27.7,31.7,25.4,14.3,40.7,1.4166,103.8654
Seletar,2021-12-27,0,28.2,33.3,24.9,13.1,33.3,1.4166,103.8654
Seletar,2021-12-28,0,28.1,32.5,25,13.7,46.3,1.4166,103.8654
Seletar,2021-12-29,0.6,27.6,31,25.5,9.8,35.2,1.4166,103.8654
Seletar,2021-12-30,0,27.5,31.1,25.2,9.8,27.8,1.4166,103.8654
Seletar,2021-12-31,44.8,25.3,26.5,23.2,8.6,40.7,1.4166,103.8654
Seletar,2022-01-01,7.4,25.3,29.2,23.3,6.6,40.7,1.4166,103.8654
Seletar,2022-01-02,79.4,23.8,24.7,23,4.5,25.9,1.4166,103.8654
Seletar,2022-01-03,1.2,25.8,30.6,23.4,6.3,27.8,1.4166,103.8654
Seletar,2022-01-04,12.4,26,30.6,24,7.6,40.7,1.4166,103.8654
Seletar,2022-01-05,0,27.8,32.5,24.7,9.3,31.5,1.4166,103.8654
Seletar,2022-01-06,0,28.3,32.7,25.5,10.8,35.2,1.4166,103.8654
Seletar,2022-01-07,0,27.8,32.4,25.3,10.3,31.5,1.4166,103.8654
Seletar,2022-01-08,0.2,27.4,31.4,25.6,15,42.6,1.4166,103.8654
Seletar,2022-01-09,0,27.8,32.3,25.5,15.8,40.7,1.4166,103.8654
Seletar,2022-01-10,0,27.8,32.4,24.9,15.6,38.9,1.4166,103.8654
Seletar,2022-01-11,0,27.6,32.6,24.7,14.6,35.2,1.4166,103.8654
Seletar,2022-01-12,0,27.4,32.4,24.7,18.8,40.7,1.4166,103.8654
Seletar,2022-01-13,0,27.3,32,24.2,15.7,37,1.4166,103.8654
Seletar,2022-01-14,0,27.4,31.7,24.3,15,40.7,1.4166,103.8654
Seletar,2022-01-15,0,27.8,32.8,25.2,16,37,1.4166,103.8654
Seletar,2022-01-16,0,27.9,32.5,24.9,17.6,35.2,1.4166,103.8654
Seletar,2022-01-17,0.4,27.4,31.2,25.4,18.7,44.4,1.4166,103.8654
Seletar,2022-01-18,0,27.8,32.5,25.1,18.4,48.2,1.4166,103.8654
Seletar,2022-01-19,15.8,27,31,23.7,14.9,48.2,1.4166,103.8654
Seletar,2022-01-20,0.6,27.1,31.2,24.9,12.4,33.3,1.4166,103.8654
Seletar,2022-01-21,0,27.4,32.4,23.9,16.7,37,1.4166,103.8654
Seletar,2022-01-22,0,27.6,32.9,24.4,13.9,27.8,1.4166,103.8654
Seletar,2022-01-23,0,27.7,32.8,24.1,11,31.5,1.4166,103.8654
Seletar,2022-01-24,0,27.7,32.7,24.7,10.1,24.1,1.4166,103.8654
Seletar,2022-01-25,0,28.1,33.3,24.5,15,33.3,1.4166,103.8654
Seletar,2022-01-26,0,28,33.1,25.2,11.5,33.3,1.4166,103.8654
Seletar,2022-01-27,0,27.8,32.8,25.1,11.7,33.3,1.4166,103.8654
Seletar,2022-01-28,0,28.2,33.9,24.7,13.1,38.9,1.4166,103.8654
Seletar,2022-01-29,0,27.8,33.8,24.3,12.3,33.3,1.4166,103.8654
Seletar,2022-01-30,4.4,27.2,33.3,24.4,10.6,31.5,1.4166,103.8654
Seletar,2022-01-31,0,27.8,33,24.6,13.1,31.5,1.4166,103.8654
Seletar,2022-02-01,0,27.8,32.9,25,16.1,38.9,1.4166,103.8654
Seletar,2022-02-02,0,28,33.2,24.6,11.7,37,1.4166,103.8654
Seletar,2022-02-03,0,28.3,33.4,25.2,16.5,37,1.4166,103.8654
Seletar,2022-02-04,0,28.6,33.9,25.6,18.8,44.4,1.4166,103.8654
Seletar,2022-02-05,0.4,27.5,33.4,25.7,16.6,44.4,1.4166,103.8654
Seletar,2022-02-06,12.8,26.2,30.5,24.8,6.2,37,1.4166,103.8654
Seletar,2022-02-07,1.6,26.5,29.8,24.5,10.3,31.5,1.4166,103.8654
Seletar,2022-02-08,1.2,26.7,30.8,24.2,9.9,29.6,1.4166,103.8654
Seletar,2022-02-09,43.6,26,31.2,24,6,51.9,1.4166,103.8654
Seletar,2022-02-10,14.4,24.5,25.6,23.7,5.9,24.1,1.4166,103.8654
Seletar,2022-02-11,1.6,25.6,29.1,23.3,7.9,38.9,1.4166,103.8654
Seletar,2022-02-12,0.4,27.2,32.3,23.7,10.4,33.3,1.4166,103.8654
Seletar,2022-02-13,4,27,32.5,24.7,8.2,25.9,1.4166,103.8654
Seletar,2022-02-14,4.8,27.3,31.6,24.7,10,29.6,1.4166,103.8654
Seletar,2022-02-15,0,28.2,32.5,25.9,10.9,29.6,1.4166,103.8654
Seletar,2022-02-16,6.2,26.1,27.9,22.6,6.2,57.4,1.4166,103.8654
Seletar,2022-02-17,2.2,27.4,32.5,23,9.7,37,1.4166,103.8654
Seletar,2022-02-18,0,28.4,32.3,26,12.6,29.6,1.4166,103.8654
Seletar,2022-02-19,1,28,31.6,25.5,9.3,44.4,1.4166,103.8654
Seletar,2022-02-20,9,27.1,33.8,23.5,7.9,35.2,1.4166,103.8654
Seletar,2022-02-21,0,28.1,32.5,25,13.4,35.2,1.4166,103.8654
Seletar,2022-02-22,0,27.9,32.8,24.8,13,33.3,1.4166,103.8654
Seletar,2022-02-23,5.2,27.5,31.9,24.2,12.2,38.9,1.4166,103.8654
Seletar,2022-02-24,17,25.1,27.7,23.4,9.6,37,1.4166,103.8654
Seletar,2022-02-25,37.6,26.7,32.5,23.3,7.6,55.6,1.4166,103.8654
Seletar,2022-02-26,0,26.6,29.1,24.2,8,22.2,1.4166,103.8654
Seletar,2022-02-27,26.4,26.2,30.5,23.5,10.5,44.4,1.4166,103.8654
Seletar,2022-02-28,0,27.5,32.1,24.6,14.4,33.3,1.4166,103.8654
Seletar,2022-03-01,0,27.8,31.9,25.4,13.7,33.3,1.4166,103.8654
Seletar,2022-03-02,87,26.9,33.1,23,9.9,42.6,1.4166,103.8654
Seletar,2022-03-03,36.6,26.9,32.8,23.3,7.7,50,1.4166,103.8654
Seletar,2022-03-04,0,27.7,31.7,25.4,10.2,33.3,1.4166,103.8654
Seletar,2022-03-05,24.4,27.3,33.2,22.8,6.6,50,1.4166,103.8654
Seletar,2022-03-06,0,27,31,24.6,5.2,20.4,1.4166,103.8654
Seletar,2022-03-07,19.4,26.9,31.5,24.3,8.5,31.5,1.4166,103.8654
Seletar,2022-03-08,0.2,27.4,31.1,24.8,8,27.8,1.4166,103.8654
Seletar,2022-03-09,0.4,27.7,31.3,25.4,11.9,35.2,1.4166,103.8654
Seletar,2022-03-10,1.2,27.6,32.4,23.4,14.4,40.7,1.4166,103.8654
Seletar,2022-03-11,5.6,27.6,33.4,25.5,9,35.2,1.4166,103.8654
Seletar,2022-03-12,0,28.1,33.8,24.8,11.3,33.3,1.4166,103.8654
Seletar,2022-03-13,3.6,28.1,34.5,24.5,7.9,31.5,1.4166,103.8654
Seletar,2022-03-14,16,28.1,33,25,8.6,35.2,1.4166,103.8654
Seletar,2022-03-15,18,26.2,31.3,22.9,7.3,31.5,1.4166,103.8654
Seletar,2022-03-16,1.6,27.9,32.9,24.7,6.3,27.8,1.4166,103.8654
Seletar,2022-03-17,6,27.3,31.9,25.5,6,35.2,1.4166,103.8654
Seletar,2022-03-18,0,28.1,33.1,25.3,6,27.8,1.4166,103.8654
Seletar,2022-03-19,0,29.2,35.4,26.3,7.8,27.8,1.4166,103.8654
Seletar,2022-03-20,0,28.9,33.4,27,7.7,31.5,1.4166,103.8654
Seletar,2022-03-21,0,28.7,33.2,24.6,6.5,48.2,1.4166,103.8654
Seletar,2022-03-22,12.2,28,32.2,24.7,7.7,33.3,1.4166,103.8654
Seletar,2022-03-23,47.2,27.5,33.2,23.1,7.2,48.2,1.4166,103.8654
Seletar,2022-03-24,8.6,27.7,34.4,25,6.4,31.5,1.4166,103.8654
Seletar,2022-03-25,1.8,27.9,33.2,25.5,7.7,31.5,1.4166,103.8654
Seletar,2022-03-26,34,27.7,34.2,24.5,6.8,48.2,1.4166,103.8654
Seletar,2022-03-27,0,28.2,34.4,24.1,5.8,29.6,1.4166,103.8654
Seletar,2022-03-28,32.8,27.7,34.3,24.2,7.3,51.9,1.4166,103.8654
Seletar,2022-03-29,1.6,27.8,33.4,24.4,8.1,40.7,1.4166,103.8654
Seletar,2022-03-30,0.8,28.6,33.6,25.9,6.4,25.9,1.4166,103.8654
Seletar,2022-03-31,13.2,27.6,32.5,23.5,5.7,51.9,1.4166,103.8654
Seletar,2022-04-01,0,28.4,34.5,25,4.9,38.9,1.4166,103.8654
Seletar,2022-04-02,40.4,27.7,33.6,24.4,5.6,50,1.4166,103.8654
Seletar,2022-04-03,4.6,26.4,30.3,24.1,5.2,29.6,1.4166,103.8654
Seletar,2022-04-04,1.2,27,33,23.5,5.6,31.5,1.4166,103.8654
Seletar,2022-04-05,0,27.6,30.6,25.5,8.8,31.5,1.4166,103.8654
Seletar,2022-04-06,40.4,27.3,32.8,23.3,5.6,42.6,1.4166,103.8654
Seletar,2022-04-07,1,26.3,27.9,24.7,6.4,27.8,1.4166,103.8654
Seletar,2022-04-08,0,27.5,33.3,24.6,7.3,33.3,1.4166,103.8654
Seletar,2022-04-09,3.6,26.6,31.6,22.9,7.2,42.6,1.4166,103.8654
Seletar,2022-04-10,7,27,32.6,24.9,6,35.2,1.4166,103.8654
Seletar,2022-04-11,9.8,26.5,31.3,23.9,4.1,48.2,1.4166,103.8654
Seletar,2022-04-12,2.8,27.6,33.2,24.3,3.6,33.3,1.4166,103.8654
Seletar,2022-04-13,0,28,31.9,25.3,5.3,25.9,1.4166,103.8654
Seletar,2022-04-14,2.4,28.6,33.3,23.4,7.6,50,1.4166,103.8654
Seletar,2022-04-15,15.8,27.9,31.2,24.6,5.9,29.6,1.4166,103.8654
Seletar,2022-04-16,5,28.8,32.6,24,6.3,40.7,1.4166,103.8654
Seletar,2022-04-17,35.4,28.4,34.1,24.9,6.1,35.2,1.4166,103.8654
Seletar,2022-04-18,28.4,27.5,32.9,24.4,7.9,27.8,1.4166,103.8654
Seletar,2022-04-19,13.8,27.2,33.4,25,5.1,37,1.4166,103.8654
Seletar,2022-04-20,6,27.6,33.2,25,5.5,37,1.4166,103.8654
Seletar,2022-04-21,10.6,25.9,27.5,24.3,3.9,31.5,1.4166,103.8654
Seletar,2022-04-22,0,28.4,33.2,24.1,9,31.5,1.4166,103.8654
Seletar,2022-04-23,12,28,33.7,24.5,4.9,44.4,1.4166,103.8654
Seletar,2022-04-24,0,28.7,33.6,25.5,6.3,24.1,1.4166,103.8654
Seletar,2022-04-25,12.2,27.9,33.3,24.4,5.8,31.5,1.4166,103.8654
Seletar,2022-04-26,0,28.4,32.2,25,5.2,18.5,1.4166,103.8654
Seletar,2022-04-27,3.6,27.7,32.4,25.9,5.2,35.2,1.4166,103.8654
Seletar,2022-04-28,17.4,27.6,34.2,24.7,4.6,33.3,1.4166,103.8654
Seletar,2022-04-29,0,28.8,33.5,25.6,5.1,27.8,1.4166,103.8654
Seletar,2022-04-30,17.2,27.9,33.2,25,4.7,38.9,1.4166,103.8654
Seletar,2022-05-01,0,28.2,32.2,25.7,5.5,25.9,1.4166,103.8654
Seletar,2022-05-02,4.6,28.1,31.6,24.1,8.8,42.6,1.4166,103.8654
Seletar,2022-05-03,0.8,28.5,33.1,25,8.9,37,1.4166,103.8654
Seletar,2022-05-04,52.2,28,31.3,23.9,8.6,48.2,1.4166,103.8654
Seletar,2022-05-05,0,29.1,32.8,26.5,6.9,27.8,1.4166,103.8654
Seletar,2022-05-06,0,29.8,33.6,26.7,8,27.8,1.4166,103.8654
Seletar,2022-05-07,16.2,27.4,30.5,23.8,6.9,44.4,1.4166,103.8654
Seletar,2022-05-08,1,27.8,30.4,25.4,6.1,27.8,1.4166,103.8654
Seletar,2022-05-09,9.6,29.3,33.4,25.4,11.3,35.2,1.4166,103.8654
Seletar,2022-05-10,0,29.9,34.1,26.6,9,27.8,1.4166,103.8654
Seletar,2022-05-11,19.6,27.8,30.4,24.1,5.7,37,1.4166,103.8654
Seletar,2022-05-12,0,29.6,33.4,26.6,7.7,33.3,1.4166,103.8654
Seletar,2022-05-13,11,29.4,34.9,26.5,5.5,27.8,1.4166,103.8654
Seletar,2022-05-14,4,29.3,33.6,26.5,7.7,25.9,1.4166,103.8654
Seletar,2022-05-15,39.4,28.2,33.7,24.1,7.6,50,1.4166,103.8654
Seletar,2022-05-16,41.6,26.8,31,24.3,6,40.7,1.4166,103.8654
Seletar,2022-05-17,0,29,33.6,24.7,6.3,24.1,1.4166,103.8654
Seletar,2022-05-18,0,30,33.8,26.4,7.2,24.1,1.4166,103.8654
Seletar,2022-05-19,22.4,27.8,32.7,24.4,5.8,44.4,1.4166,103.8654
Seletar,2022-05-20,5.4,27.7,33.3,25.1,4.4,40.7,1.4166,103.8654
Seletar,2022-05-21,0,28.4,33.2,25.2,6,24.1,1.4166,103.8654
Seletar,2022-05-22,0,29.1,32.8,26.6,7.3,31.5,1.4166,103.8654
Seletar,2022-05-23,10.2,28.6,34.1,24.9,6.3,33.3,1.4166,103.8654
Seletar,2022-05-24,0,29.2,34.4,25.4,7.3,29.6,1.4166,103.8654
Seletar,2022-05-25,17,27.5,33.2,24.6,6.1,51.9,1.4166,103.8654
Seletar,2022-05-26,0,28.4,32.8,24.2,5.1,20.4,1.4166,103.8654
Seletar,2022-05-27,0,29.4,34.3,25.9,5.2,27.8,1.4166,103.8654
Seletar,2022-05-28,0,29.2,32.7,26.4,6.3,35.2,1.4166,103.8654
Seletar,2022-05-29,0,29.8,34.3,26.6,6.1,29.6,1.4166,103.8654
Seletar,2022-05-30,0,30.1,34.7,26.7,5.9,20.4,1.4166,103.8654
Seletar,2022-05-31,7,29.7,34.3,26.8,6.2,29.6,1.4166,103.8654
Seletar,2022-06-01,0,28.7,31.5,26.7,5.2,29.6,1.4166,103.8654
Seletar,2022-06-02,0,28,31.3,25.3,7.9,35.2,1.4166,103.8654
Seletar,2022-06-03,3.8,27.6,30.1,24.8,4.6,37,1.4166,103.8654
Seletar,2022-06-04,4.4,28.3,33.3,24,5.5,33.3,1.4166,103.8654
Seletar,2022-06-05,8.2,27.4,32.1,25.4,4.5,25.9,1.4166,103.8654
Seletar,2022-06-06,0,28.3,32.3,25.5,7.6,25.9,1.4166,103.8654
Seletar,2022-06-07,1.4,27.2,30.1,26,3.9,25.9,1.4166,103.8654
Seletar,2022-06-08,34.2,27.5,33.2,23.4,5.6,38.9,1.4166,103.8654
Seletar,2022-06-09,0,27.2,31.1,24.7,4.4,37,1.4166,103.8654
Seletar,2022-06-10,21.8,27.9,34.1,23.1,4.1,53.7,1.4166,103.8654
Seletar,2022-06-11,4.8,27.1,31.6,23.5,6.4,35.2,1.4166,103.8654
Seletar,2022-06-12,0,27.2,29.1,25.2,5.5,33.3,1.4166,103.8654
Seletar,2022-06-13,38.6,27.1,32.3,22.8,5.3,55.6,1.4166,103.8654
Seletar,2022-06-14,0,27.6,31.8,24.6,5.9,25.9,1.4166,103.8654
Seletar,2022-06-15,18.8,27.5,31.9,25.6,5.3,27.8,1.4166,103.8654
Seletar,2022-06-16,13.4,26.2,29.6,23,5.4,27.8,1.4166,103.8654
Seletar,2022-06-17,0.2,27.7,31,24.9,5.3,22.2,1.4166,103.8654
Seletar,2022-06-18,4.6,27,31.8,24.9,5.7,33.3,1.4166,103.8654
Seletar,2022-06-19,2.4,27.2,31.9,23.9,4.6,22.2,1.4166,103.8654
Seletar,2022-06-20,6,26.2,28,24.3,6.2,46.3,1.4166,103.8654
Seletar,2022-06-21,0,27,29.9,24.8,6.8,44.4,1.4166,103.8654
Seletar,2022-06-22,0.8,27.7,31.2,25.6,7.8,31.5,1.4166,103.8654
Seletar,2022-06-23,9.2,26.6,30.7,24.8,5.7,33.3,1.4166,103.8654
Seletar,2022-06-24,0.2,27.2,30.9,24.4,5.4,29.6,1.4166,103.8654
Seletar,2022-06-25,1.4,26.7,29,24.5,6.2,27.8,1.4166,103.8654
Seletar,2022-06-26,0,28.6,33.4,25.8,7.6,29.6,1.4166,103.8654
Seletar,2022-06-27,0,29,33.4,26.2,8.2,35.2,1.4166,103.8654
Seletar,2022-06-28,0,27.4,32.4,24.6,5.9,42.6,1.4166,103.8654
Seletar,2022-06-29,0,28.4,32.3,24.9,7.7,29.6,1.4166,103.8654
Seletar,2022-06-30,3.6,27.2,29.9,23.8,8.5,48.2,1.4166,103.8654
Seletar,2022-07-01,0,28.9,33,25.1,11.6,33.3,1.4166,103.8654
Seletar,2022-07-02,0,29,32.7,26,9.9,46.3,1.4166,103.8654
Seletar,2022-07-03,0,28.8,32.8,25.6,7.1,27.8,1.4166,103.8654
Seletar,2022-07-04,6.4,28.1,34,25.4,5.9,29.6,1.4166,103.8654
Seletar,2022-07-05,5.2,26.9,31,24.4,5.2,44.4,1.4166,103.8654
Seletar,2022-07-06,0,28.2,31.9,25.9,4.8,24.1,1.4166,103.8654
Seletar,2022-07-07,0,29.4,33,25.9,8.2,31.5,1.4166,103.8654
Seletar,2022-07-08,8.2,28.3,32.2,24,8.4,50,1.4166,103.8654
Seletar,2022-07-09,0,29.5,33.3,26.7,7.7,27.8,1.4166,103.8654
Seletar,2022-07-10,5.2,27.6,30.3,24.1,7.4,35.2,1.4166,103.8654
Seletar,2022-07-11,0,28.3,32.3,24.9,8.9,31.5,1.4166,103.8654
Seletar,2022-07-12,0,28.5,31.7,25.9,7.5,29.6,1.4166,103.8654
Seletar,2022-07-13,0,28.7,32.4,26.4,7.3,25.9,1.4166,103.8654
Seletar,2022-07-14,4.2,28.7,32.9,25.4,7.7,31.5,1.4166,103.8654
Seletar,2022-07-15,6.2,28.4,32.6,24,9.7,51.9,1.4166,103.8654
Seletar,2022-07-16,0,29.4,32.7,26.7,11.6,33.3,1.4166,103.8654
Seletar,2022-07-17,0,30,33.8,28,10.5,25.9,1.4166,103.8654
Seletar,2022-07-18,0,29.9,33.5,27.7,10.3,27.8,1.4166,103.8654
Seletar,2022-07-19,0,30.1,33.7,27.6,11.3,31.5,1.4166,103.8654
Seletar,2022-07-20,11.8,26.7,30.2,22.6,8.7,46.3,1.4166,103.8654
Seletar,2022-07-21,0,27.7,32.6,25.6,6.9,33.3,1.4166,103.8654
Seletar,2022-07-22,12.6,27.2,30.9,24.8,5.3,40.7,1.4166,103.8654
Seletar,2022-07-23,0,28.1,33.6,24.8,5.2,37,1.4166,103.8654
Seletar,2022-07-24,23.2,26.6,31.9,24.1,6.1,37,1.4166,103.8654
Seletar,2022-07-25,0.6,26.8,31,24.1,4.7,25.9,1.4166,103.8654
Seletar,2022-07-26,3.8,26.7,30.3,23.6,6.5,35.2,1.4166,103.8654
Seletar,2022-07-27,0,29,33.2,25.2,11,38.9,1.4166,103.8654
Seletar,2022-07-28,6.2,28.5,31.2,25.7,7.1,51.9,1.4166,103.8654
Seletar,2022-07-29,23.6,27.3,32.2,23.5,7.3,50,1.4166,103.8654
Seletar,2022-07-30,0,28.4,32.3,24.7,11.2,31.5,1.4166,103.8654
Seletar,2022-07-31,1.8,28.4,33.3,25.5,9.8,33.3,1.4166,103.8654
Seletar,2022-08-01,0.6,27.8,31,25.2,6.3,24.1,1.4166,103.8654
Seletar,2022-08-02,10,26.7,32.1,24.2,5.5,42.6,1.4166,103.8654
Seletar,2022-08-03,7.6,25.9,28.3,24.1,4.6,38.9,1.4166,103.8654
Seletar,2022-08-04,0.6,26,28.7,23.9,5.4,24.1,1.4166,103.8654
Seletar,2022-08-05,0,27.6,31.2,24.7,6.1,22.2,1.4166,103.8654
Seletar,2022-08-06,0,28.9,33.4,25.2,8,31.5,1.4166,103.8654
Seletar,2022-08-07,0,28.7,32,25.9,9.2,33.3,1.4166,103.8654
Seletar,2022-08-08,0,29.7,33.1,27.6,12.3,37,1.4166,103.8654
Seletar,2022-08-09,0,29.5,33.2,26.5,10.3,31.5,1.4166,103.8654
Seletar,2022-08-10,0,29.8,33.1,26.9,13.3,37,1.4166,103.8654
Seletar,2022-08-11,0,30.2,33.9,27.5,12.2,31.5,1.4166,103.8654
Seletar,2022-08-12,0,29.5,33.1,26.6,8.7,44.4,1.4166,103.8654
Seletar,2022-08-13,22.4,27.5,30.9,23.6,5.7,33.3,1.4166,103.8654
Seletar,2022-08-14,27.4,27.5,33.1,22.2,4.6,63,1.4166,103.8654
Seletar,2022-08-15,0,28.5,32,26,6.3,29.6,1.4166,103.8654
Seletar,2022-08-16,20,27.3,30.2,23.2,5.7,44.4,1.4166,103.8654
Seletar,2022-08-17,0,29,33.6,25.4,10.4,40.7,1.4166,103.8654
Seletar,2022-08-18,0,28.7,32.9,26.4,8.9,37,1.4166,103.8654
Seletar,2022-08-19,0.6,28.6,32.3,26.1,7.4,29.6,1.4166,103.8654
Seletar,2022-08-20,9.8,27.7,32.6,24.8,6.9,38.9,1.4166,103.8654
Seletar,2022-08-21,85.6,26.3,29.4,23.1,7.3,46.3,1.4166,103.8654
Seletar,2022-08-22,0,28.8,32.7,25.1,8.2,29.6,1.4166,103.8654
Seletar,2022-08-23,31.6,26.3,28,24.4,4.9,31.5,1.4166,103.8654
Seletar,2022-08-24,3.8,27,32.2,23.4,7.1,40.7,1.4166,103.8654
Seletar,2022-08-25,6.6,26.9,31,24.5,7.4,44.4,1.4166,103.8654
Seletar,2022-08-26,4.6,25.7,27.1,24.3,3.9,24.1,1.4166,103.8654
Seletar,2022-08-27,46.4,26,32.3,22.5,4.9,51.9,1.4166,103.8654
Seletar,2022-08-28,6.4,26.5,31.1,24.1,5,33.3,1.4166,103.8654
Seletar,2022-08-29,14.8,26.3,30.7,24.5,4.4,22.2,1.4166,103.8654
Seletar,2022-08-30,0.4,26.8,29.6,25.5,5.4,22.2,1.4166,103.8654
Seletar,2022-08-31,0,28.4,32.7,24.6,6.2,25.9,1.4166,103.8654
Seletar,2022-09-01,36.4,27.8,33.4,22.6,4.9,90.7,1.4166,103.8654
Seletar,2022-09-02,14,26.4,29.2,25,5.2,27.8,1.4166,103.8654
Seletar,2022-09-03,0,28.1,32.2,25,10,44.4,1.4166,103.8654
Seletar,2022-09-04,27.8,26.9,30.5,22.6,3,27.8,1.4166,103.8654
Seletar,2022-09-05,0.8,26.5,31.8,24,4.6,46.3,1.4166,103.8654
Seletar,2022-09-06,0,27.9,33.8,24.8,5.8,29.6,1.4166,103.8654
Seletar,2022-09-07,0.4,27,30.1,25.8,6,31.5,1.4166,103.8654
Seletar,2022-09-08,0,28.2,31.8,25.9,5.6,22.2,1.4166,103.8654
Seletar,2022-09-09,17.6,26.5,28.3,25,5.3,24.1,1.4166,103.8654
Seletar,2022-09-10,0,28.1,31.9,25.1,7,25.9,1.4166,103.8654
Seletar,2022-09-11,0.2,27.1,30.2,25.3,5.9,40.7,1.4166,103.8654
Seletar,2022-09-12,1.4,27.9,32.4,23.6,5.7,27.8,1.4166,103.8654
Seletar,2022-09-13,2.2,27,31.1,23.5,7.9,31.5,1.4166,103.8654
Seletar,2022-09-14,0,26.9,30.1,25.2,9.8,38.9,1.4166,103.8654
Seletar,2022-09-15,0,27.8,31.9,25,6.9,29.6,1.4166,103.8654
Seletar,2022-09-16,0,28.6,32.9,25.2,7.9,29.6,1.4166,103.8654
Seletar,2022-09-17,0,28.1,31.2,25.7,7.5,38.9,1.4166,103.8654
Seletar,2022-09-18,43.8,25.6,27.8,22.8,6.8,38.9,1.4166,103.8654
Seletar,2022-09-19,0,27.4,30.3,24.9,5.9,24.1,1.4166,103.8654
Seletar,2022-09-20,3.8,26.8,29.2,23.9,4.3,27.8,1.4166,103.8654
Seletar,2022-09-21,0,28.4,32.5,25,7.9,29.6,1.4166,103.8654
Seletar,2022-09-22,45,26.6,29.4,22.8,7.5,48.2,1.4166,103.8654
Seletar,2022-09-23,0,28.6,32.8,25.6,7.3,25.9,1.4166,103.8654
Seletar,2022-09-24,2.8,27.6,31.6,24.8,6.5,25.9,1.4166,103.8654
Seletar,2022-09-25,32.2,26.2,29.9,22.7,6.7,44.4,1.4166,103.8654
Seletar,2022-09-26,0,27.7,30.8,25.4,7.7,33.3,1.4166,103.8654
Seletar,2022-09-27,0,28.3,32.7,24.7,7.6,33.3,1.4166,103.8654
Seletar,2022-09-28,0,28.3,32.5,25,5.9,27.8,1.4166,103.8654
Seletar,2022-09-29,15.6,27.6,31.5,23.3,5.8,40.7,1.4166,103.8654
Seletar,2022-09-30,0,28.7,33.1,25.4,7.9,33.3,1.4166,103.8654
Seletar,2022-10-01,20,27.1,31.4,23.8,4.6,35.2,1.4166,103.8654
Seletar,2022-10-02,9.4,26.9,32.6,23.7,5.6,27.8,1.4166,103.8654
Seletar,2022-10-03,69.8,26.3,32,23,4.1,44.4,1.4166,103.8654
Seletar,2022-10-04,5,26.2,30.4,24.3,4.6,29.6,1.4166,103.8654
Seletar,2022-10-05,31.4,26.2,29,23.4,5.2,27.8,1.4166,103.8654
Seletar,2022-10-06,25,26.1,30.9,24,5,48.2,1.4166,103.8654
Seletar,2022-10-07,5,25.4,29,24.3,5.2,31.5,1.4166,103.8654
Seletar,2022-10-08,0,27.4,31.8,24,7.5,31.5,1.4166,103.8654
Seletar,2022-10-09,0,27.8,31.2,25.2,6.3,20.4,1.4166,103.8654
Seletar,2022-10-10,29.4,26.4,29.1,23.1,7.2,46.3,1.4166,103.8654
Seletar,2022-10-11,4,28.1,33.3,24.8,5.6,31.5,1.4166,103.8654
Seletar,2022-10-12,4,26.2,29.4,23.8,6.6,33.3,1.4166,103.8654
Seletar,2022-10-13,0,28.2,32.6,25,5.9,29.6,1.4166,103.8654
Seletar,2022-10-14,0.2,27.6,30.6,25.3,7.3,31.5,1.4166,103.8654
Seletar,2022-10-15,0,28.1,32.3,25.3,6.9,31.5,1.4166,103.8654
Seletar,2022-10-16,19.6,26.8,30.8,23.4,6.2,40.7,1.4166,103.8654
Seletar,2022-10-17,22.4,27.4,31.8,23.4,5.6,38.9,1.4166,103.8654
Seletar,2022-10-18,0,28.2,31.5,25.3,4.7,22.2,1.4166,103.8654
